words,embeddings
2 girls 1 cup,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
paki,"tensor([-0.5184, -0.4930, -0.1761,  0.0647, -0.5528, -0.6354,  0.5927, -0.2313,
         0.4519, -0.1909, -0.9867, -0.3524,  0.0374,  0.6639,  0.6006,  0.5081,
         0.0559, -0.4750,  0.4807,  0.8503,  0.1578,  0.7897, -0.6986, -0.4111,
         0.1997,  0.0665, -0.3913, -0.0614,  0.8232,  0.3252,  0.5824,  0.0144,
         0.6967,  0.0252,  0.1968, -0.0617, -0.3489, -0.5328,  0.2572, -0.9247,
         0.3838,  0.0365,  1.0118,  0.2506, -0.4261,  0.0441, -0.3422,  0.7583,
        -0.1494,  0.4217, -0.4327,  0.2467, -0.1574,  0.2634, -0.6958,  0.2808,
         0.2333, -0.3305, -0.8176, -0.4358,  0.4339, -0.5250, -0.4432,  0.1471,
         0.3039,  0.4772,  0.1024, -0.4149,  0.8039,  0.0097, -0.4410, -0.0796,
         0.1174, -0.2955, -0.4829,  0.7649,  0.0675,  1.0436,  0.0382,  0.4868,
        -0.2913,  0.4023,  0.0854, -0.8008, -0.1631,  0.0844, -0.1678,  0.0918,
        -0.1473,  0.0039, -0.0294,  1.1192,  0.6508, -0.3197,  0.4340,  0.0275,
        -0.0773, -0.1297, -0.9065, -0.2253])"
pantie,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
panties,"tensor([ 3.7704e-01,  2.2363e-01, -3.6643e-01, -2.6735e-01, -5.2619e-01,
         2.6171e-01, -2.3623e-02,  5.9296e-01,  2.3617e-01,  7.7894e-01,
         5.9208e-01,  5.3813e-01, -2.5071e-01,  1.0924e+00,  5.7580e-01,
         2.2044e-01, -4.2183e-02,  6.9826e-01,  7.8760e-01, -7.2052e-01,
        -1.2141e-01, -6.0442e-02,  7.2055e-01,  6.0020e-01,  4.0697e-01,
         8.3075e-01,  3.7639e-01, -5.5678e-01,  2.4694e-01, -8.7547e-01,
         5.5156e-01, -5.9491e-01,  3.2383e-01, -2.0512e-01,  2.6159e-01,
         2.6510e-01, -1.1469e-01,  2.3678e-01,  8.1353e-02, -9.1642e-03,
         4.8961e-01,  8.4269e-01, -2.0134e-02, -5.4488e-01, -8.8496e-01,
        -4.0798e-02,  1.9022e-01,  5.6158e-01,  3.4207e-01,  6.1431e-02,
        -8.2586e-01,  6.7779e-01, -1.3259e-01,  6.9545e-01, -9.0241e-01,
         3.3469e-01, -2.6247e-01,  3.1287e-01, -4.5426e-01, -5.4034e-01,
        -4.0313e-01,  2.5744e-01, -3.1685e-01,  8.0412e-01, -7.8446e-02,
         1.7436e-01,  5.8881e-01, -1.0390e-01,  4.5718e-01,  5.1832e-04,
         8.0537e-01,  2.3683e-02,  2.8495e-01, -2.6382e-01,  4.3844e-01,
         6.6103e-01,  6.9450e-03,  1.3701e-01, -1.5689e-01,  5.6626e-02,
        -3.4670e-01, -3.6380e-01,  8.7648e-01, -6.4063e-01, -1.4402e-01,
        -7.7370e-01,  2.2200e-01,  5.9502e-01, -1.1284e-01,  1.1769e-01,
        -2.8785e-01,  3.6648e-01,  2.8932e-02, -5.0142e-01,  4.8860e-01,
        -3.7364e-01, -6.1009e-01,  1.8862e-01, -4.2379e-02,  5.8558e-01])"
panty,"tensor([-0.3636,  0.2946, -0.5791, -0.8212,  0.0275,  0.0472, -0.0196,  0.1485,
         0.5049,  0.8994,  0.3389, -0.2767, -0.3297,  0.2869,  0.4267,  0.6978,
        -0.2546,  0.2653,  0.2394, -0.8424,  0.3818, -0.7505, -0.7296,  0.3242,
         0.1170,  0.7985, -0.2017,  0.0745,  0.3366, -0.8082,  0.3705, -0.9136,
         0.8929, -0.4864,  0.6453,  0.0170, -0.6202, -0.2608,  0.6510,  0.4628,
         1.0345,  0.6734, -0.1416,  0.1563, -0.1877,  0.2854,  0.1554,  0.4739,
         0.2361,  0.6554, -0.1841,  0.5991, -0.4834,  0.5208,  0.0144,  0.1987,
         1.2352,  0.5169,  0.0020, -0.4797,  0.1565, -0.7038, -0.2428,  0.9272,
         0.1050,  0.6440,  0.5152, -0.7164, -0.1853,  0.3480,  0.1752, -0.1809,
         0.4194, -0.3716, -0.3907, -0.2536,  0.9620, -0.2729,  0.0491, -0.1178,
        -0.2442, -0.3079,  0.3889,  0.6223, -0.3356, -0.1606,  0.5573,  0.1088,
         0.0825,  0.2434,  0.7156,  0.2967, -0.2184,  0.1771, -0.0192,  0.0705,
         0.3280, -0.1385, -0.3556,  0.7532])"
pastie,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
pasty,"tensor([-7.0803e-01,  4.1917e-01,  5.8170e-01, -6.7616e-01, -5.1158e-01,
         2.2393e-01,  5.5761e-02, -4.2214e-01,  3.6722e-01,  4.4971e-01,
        -4.4158e-01,  4.2457e-01,  8.9919e-01,  2.0951e-02,  5.7603e-04,
        -2.9012e-01, -2.8174e-01, -6.2477e-01,  9.4241e-01, -5.9471e-01,
        -5.2848e-01, -3.0853e-02,  3.0368e-01, -8.4039e-01,  3.1481e-01,
         3.8313e-01,  6.4689e-01,  1.4268e-01, -6.4655e-01, -2.1504e-01,
         5.3665e-01, -2.2099e-01, -1.2633e-01, -8.0091e-01, -7.4610e-02,
         1.4653e-01, -3.3506e-01, -1.7111e-01,  5.6252e-01,  1.0745e-01,
        -1.3609e-02, -4.9069e-01, -1.3827e-01, -3.3528e-01, -4.7857e-01,
         4.3113e-01,  4.9481e-01,  4.7343e-02,  3.0177e-01,  4.9730e-01,
        -5.5136e-01, -4.3135e-01, -7.5576e-02,  1.7529e-01, -5.5031e-01,
         6.6205e-01,  7.5956e-02, -2.6052e-02, -6.8971e-01, -2.0905e-01,
         1.3123e-01, -2.0611e-01, -8.3462e-01, -5.7450e-02,  4.7716e-01,
        -6.2428e-02,  7.2228e-01, -2.8952e-01, -4.7880e-01, -6.0179e-01,
        -1.4864e-01,  1.7987e-01, -3.7991e-01,  1.5456e-01,  2.2948e-01,
        -8.9232e-02, -6.3577e-01, -2.2947e-02,  4.9297e-01,  7.3256e-03,
        -2.9793e-02, -3.4559e-01,  7.5375e-01,  2.5060e-01, -1.0077e-01,
        -5.0992e-01, -5.8262e-03,  8.4557e-02, -2.4942e-01,  6.6231e-02,
         2.6574e-01,  9.6565e-02, -1.1905e-01, -1.7750e-01,  2.9621e-01,
        -2.0317e-01, -4.1970e-02,  3.7672e-01, -1.0257e-01, -2.9943e-01])"
pawn,"tensor([-1.9106e-02, -2.4374e-01, -4.5117e-01,  5.1097e-01, -3.4030e-02,
         1.0985e+00, -3.8810e-01, -6.0248e-01,  1.0094e+00, -6.2802e-02,
        -4.1753e-01, -1.8087e-01, -1.6300e-01, -9.1564e-04, -2.0368e-01,
         9.0896e-01, -2.4526e-01,  2.4790e-01,  5.3917e-01,  1.6868e-01,
         7.0218e-01, -4.2780e-01, -6.4299e-01, -2.3394e-01,  1.2076e+00,
         3.3607e-01,  2.1622e-01, -1.5933e-01,  4.9801e-01, -1.0118e-01,
         7.1458e-01,  7.8727e-01,  1.6622e-01, -1.0453e-01,  7.3361e-01,
         1.7586e-02, -9.4258e-01,  4.8198e-01, -2.2149e-01, -4.6866e-01,
         6.4903e-01, -7.4881e-01, -3.0137e-01, -9.3974e-01, -8.7867e-01,
         6.1515e-02, -3.3652e-01,  1.0376e+00,  5.1530e-01,  2.5135e-01,
        -5.3042e-01,  2.9577e-01, -6.3648e-01,  8.3277e-01, -6.2730e-02,
        -7.3951e-01, -2.9941e-01, -6.6827e-01,  4.8365e-01,  1.8529e-01,
        -7.0083e-01, -7.9861e-01, -4.2725e-01,  1.0037e+00, -4.7146e-02,
        -8.7555e-01,  2.1215e-01,  7.5075e-01, -2.1249e-01, -3.6188e-01,
        -4.0031e-01, -9.8265e-01,  3.5540e-01,  3.3825e-01,  3.2479e-01,
        -4.3894e-01,  2.2677e-01,  3.6517e-01, -6.3114e-02,  4.8835e-01,
        -3.9029e-01,  3.8192e-01,  3.9105e-01, -1.3288e-01, -4.4158e-02,
        -2.4952e-01,  1.6919e-02, -8.7258e-02,  6.5195e-01, -9.2803e-01,
        -6.4047e-01,  2.8068e-01,  2.2958e-01,  2.5052e-01, -5.5948e-01,
        -1.5876e+00,  4.3500e-01, -1.1863e-01,  7.4897e-02,  1.0210e-03])"
pcp,"tensor([ 0.3804, -0.3272,  0.3281,  0.2061, -0.0058,  0.0742, -0.1321,  0.0465,
         0.1425, -0.1093,  0.3836, -0.2937, -0.1492,  0.6636, -0.1684, -0.1259,
         0.4273, -0.5893,  0.6531, -0.8644,  0.5804, -0.4702, -0.3475, -0.2388,
        -0.6782,  0.9198,  0.3970,  0.0068, -0.2947, -0.1359,  0.0411,  0.9029,
        -0.0997, -0.0791,  0.0103,  0.7393,  0.3352,  0.2647,  0.0587,  0.0088,
        -0.4101,  0.2522,  0.3785, -1.0574,  0.5716, -0.5477,  0.0790, -0.2454,
        -0.1206,  0.3486, -0.1187,  0.5600,  0.1712,  0.0655, -0.1649,  0.8860,
        -0.1634,  0.4934, -0.0875,  0.0603, -0.4352,  0.3393,  0.4194,  0.6466,
        -0.3966,  0.5461,  0.3913, -0.9471,  0.6939,  0.0543, -0.3977, -0.4451,
         0.2813,  0.1848, -0.6597, -0.4865, -0.3002,  0.1283, -0.0902, -0.2532,
        -0.3289, -0.3338,  0.1406, -0.4038, -0.1046,  0.0912,  0.0662,  0.3444,
        -0.2947, -0.0348, -0.2699,  0.0238, -0.2285,  0.0290,  0.8325, -0.7281,
        -0.0791, -0.3731,  0.0778, -0.5959])"
pecker,"tensor([-0.5311, -1.0073,  0.2962, -0.6970, -0.1646, -0.1284,  0.4568, -0.2367,
         0.0964, -0.0645,  0.1689, -0.4300, -0.4204, -0.3269,  0.2458,  0.1266,
         0.1668,  0.3185,  0.4766,  0.0487, -0.0314,  0.1707,  0.2050, -0.3208,
         1.0663,  0.5932, -0.1500, -0.1223, -0.0822, -0.2042,  0.8272,  0.0446,
        -0.3529,  0.2836, -0.6592,  0.6700,  0.0638,  0.1702,  0.4983, -0.0754,
        -0.3096,  0.6115, -0.3838,  0.1423, -0.0343,  0.6265, -0.4543, -0.0284,
        -0.2285,  0.0448,  0.1082, -0.4228, -0.5588, -0.0558, -0.5424,  0.4752,
         0.5727,  0.0148, -0.5376,  0.1168,  0.7739,  0.2283,  0.2591, -0.2746,
        -0.2475, -0.2091,  0.1584,  0.3262,  0.5962, -0.3562,  0.4656, -0.3261,
         0.2646, -0.1833, -0.5901, -0.4912,  0.0881, -0.1664, -0.5081,  0.5230,
         0.1105, -0.3418,  0.4618,  0.5400,  0.4319, -0.1860, -0.1173, -0.0989,
         0.0318, -0.1567, -0.0829, -0.2103,  0.2159, -0.0163,  0.6066,  0.4767,
         0.5705,  0.2691, -0.8929,  0.9086])"
pedo,"tensor([ 0.0223,  0.0233, -0.3428,  0.1422, -0.2750, -0.3983,  0.1502, -0.2686,
         0.5801,  0.0574,  0.0329,  0.6296, -0.2900, -0.2356,  0.0009,  0.1512,
        -0.2244,  0.2834,  0.0716, -0.3358,  0.2797,  0.0651, -0.7263, -0.1808,
        -0.1550,  0.4645, -0.0081,  0.2495,  0.2045, -0.0116, -0.2023, -0.8320,
         0.3435,  0.1175,  0.0599, -0.3189,  0.0368, -0.3981, -0.1341, -0.4578,
         0.2314,  0.7378, -0.3212,  0.2278,  0.1797,  0.1043,  0.0957,  0.6729,
        -0.0394,  0.7052, -0.7857,  0.1552, -0.2158, -0.7979,  0.1823,  0.3622,
         0.5096,  0.7464, -0.1493, -0.1581, -0.4046, -0.3382, -0.1746, -0.3712,
        -0.2833, -0.0773, -0.5161, -0.3051, -0.5566,  0.4554,  0.3839,  0.5681,
        -0.1247,  0.5900,  0.0543, -0.1012,  0.3322,  0.0960,  0.0755,  0.2568,
        -0.4535, -0.0903,  0.0815,  0.1164,  0.4632,  0.4529, -0.2096,  0.3097,
         0.0885, -0.0630,  0.2675,  0.2270,  0.5820, -0.1136,  0.7131,  0.3372,
         0.4137,  0.0362, -0.6654,  0.0734])"
pedophile,"tensor([ 1.0047e+00,  6.0697e-01,  5.7173e-02, -3.5410e-01, -4.2252e-01,
         1.2805e+00, -6.2286e-01, -1.1752e+00,  4.9102e-02,  3.3987e-02,
        -3.9287e-01,  8.5378e-01,  2.1954e-01,  5.3413e-01, -2.7207e-01,
         6.4428e-01,  3.2607e-01,  1.2799e-01, -4.9269e-01,  1.7992e-01,
        -1.9557e-01,  1.1070e-01,  1.0821e-01, -2.7193e-01,  3.1302e-01,
        -7.5403e-02,  6.1503e-01, -2.2239e-02, -3.9119e-01,  1.2214e+00,
         6.0211e-01, -3.7403e-01, -8.0377e-02,  5.2169e-01,  1.3728e-01,
        -1.5298e-01, -8.4246e-01, -5.3416e-01,  6.0478e-01,  2.1251e-02,
        -1.3216e-01,  7.4287e-01,  8.8668e-01, -4.3930e-01, -2.9478e-01,
         1.2586e-01,  4.1530e-01, -7.5079e-01,  8.1041e-01,  4.9081e-01,
         1.0159e-01,  5.9697e-01, -7.5292e-01,  4.7515e-02, -8.4028e-01,
        -4.1599e-01, -6.0587e-01, -3.8837e-02,  7.9470e-01,  4.0519e-01,
        -9.7087e-03,  3.4311e-01,  3.2210e-01, -7.8402e-01,  5.2899e-02,
        -7.7703e-02,  4.3331e-01,  2.1009e-01,  9.7695e-01,  2.4123e-01,
        -1.1056e-01, -1.0887e+00, -3.2403e-01,  3.8427e-01, -9.7804e-02,
        -5.1546e-01,  4.0891e-02,  2.2842e-01,  4.8578e-01,  2.2794e-02,
         2.9571e-01,  1.6767e-01,  7.7183e-01,  7.0975e-01, -3.6997e-01,
        -3.5182e-01,  5.1629e-01,  4.6801e-01, -1.1412e-01, -9.1220e-02,
        -1.0402e-01,  2.3270e-01,  1.2481e-04, -5.9856e-01,  1.4102e+00,
        -2.8378e-01, -1.3965e-01, -5.5324e-01, -6.9182e-01, -9.8812e-01])"
pedophilia,"tensor([ 0.7608,  0.7568, -0.3300,  0.2093, -0.4168,  1.3875, -0.1371, -0.7319,
         0.6407,  0.2594, -0.2314,  0.8649, -0.3161,  1.1220,  0.3822,  0.5606,
         0.0703,  0.0513, -0.6057, -0.0074, -0.4350,  0.0541, -0.1971,  0.5006,
         0.5307, -0.1220,  1.0041,  0.0358, -0.8917,  0.7607,  0.3922, -0.4185,
         0.2322,  0.3041,  0.4025,  0.3578,  0.1548, -0.1971, -0.2141, -0.0239,
        -0.0094,  0.9158,  0.4869, -0.7537, -0.7653,  0.2056,  0.6998, -0.2845,
         0.0387, -0.1916,  0.5608,  0.4458, -0.6403,  0.0945, -0.6503, -0.2253,
        -0.0522, -0.0046,  0.3781,  0.3267, -0.5664, -0.1260,  0.7540, -0.7265,
        -0.1953,  0.1912,  0.3185, -0.3797,  0.6873,  0.1306,  0.2234, -0.4525,
        -0.2295,  0.5664, -0.2710, -0.3001, -0.1258,  0.2977,  0.1033,  0.1122,
         0.0874, -0.0623,  0.8294,  0.6098, -0.6557, -0.3558, -0.2039,  0.5019,
        -0.2955, -0.1108,  0.0053,  0.1518, -0.2512, -0.3058,  1.6522, -0.2936,
        -0.1427, -0.4261, -0.3370,  0.1132])"
pedophiliac,"tensor([ 0.0761,  0.0551, -0.1356, -0.1196, -0.3377,  0.2584, -0.4023, -0.4513,
         0.2895,  0.3243,  0.0923,  0.2564,  0.0230, -0.0409,  0.3198,  0.2814,
        -0.4182, -0.2058,  0.3559,  0.5372, -0.4780, -0.3382, -0.4625, -0.5122,
        -0.4752, -0.2239, -0.0022,  0.1829,  0.2251,  0.3538,  0.6122,  0.3416,
        -0.2776, -0.4224,  0.0113, -0.0845, -0.3431, -0.5826,  0.1080, -0.2099,
         0.2821,  0.6118,  0.2467, -0.1300, -0.1957, -0.1992,  0.0241, -0.1874,
        -0.1810,  0.2063,  0.2119,  0.4380, -0.4509, -0.6452,  0.4167,  0.8544,
         0.5083,  0.1984,  0.1035,  0.1793,  0.1459,  0.1450, -0.0697, -0.3137,
        -0.4460,  0.4027,  0.4717, -0.1671,  0.0749, -0.6086,  0.1445,  0.0540,
         0.2040,  0.6994,  0.0740,  0.1418,  0.0133, -0.0487,  1.3513, -0.1500,
        -0.1956, -0.1751,  0.4543,  0.0297,  0.4476, -0.1383,  0.4599,  0.2304,
        -0.2352,  0.3172, -0.6603,  0.0663,  0.3949, -0.7506,  0.3899, -0.8913,
        -0.1535,  0.0991,  0.0612,  0.2208])"
pee,"tensor([-0.8366, -0.1097,  0.2425, -0.7808, -1.2646, -0.6626,  0.6049,  0.1208,
         0.5194, -0.6111,  0.3171, -0.2952, -0.6039, -0.1766,  1.1207, -0.1527,
         1.2580, -0.1792,  0.7771,  0.4878,  0.5809,  1.4953, -0.3801, -0.1190,
        -0.0629, -0.5154, -0.8199, -1.5468,  0.4493,  0.1846, -0.0622, -0.4797,
        -0.1482,  1.0437, -0.9072,  0.0801,  0.0790,  1.4749, -0.3111, -0.7707,
         0.2503,  0.7507, -0.2585, -0.4611, -0.5038,  0.6177, -0.9301, -0.2683,
         0.9388,  0.3316, -1.7048,  0.3003,  0.0395,  0.5196, -1.1978,  0.9106,
         0.2598,  0.4750, -0.1573, -1.0425, -0.2769,  0.9335, -0.4118, -0.7093,
        -0.4777,  0.2549,  0.4489, -0.1257, -1.1215, -0.1506,  0.2044, -0.1201,
        -0.1032, -0.3996,  0.3318,  0.3324, -0.1571, -0.6545,  0.1164,  0.7766,
         0.5724,  0.1209,  0.9622, -0.3760, -0.6024, -0.2127, -0.0951,  0.3374,
         0.1595,  0.5219, -0.5545, -0.1955, -1.4496,  0.8066,  0.3431, -0.4025,
         0.7034, -1.6502,  0.6997, -0.0745])"
peepee,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
penetrate,"tensor([-8.8808e-01, -6.7653e-02,  1.0842e-03,  1.2804e-01, -2.4767e-01,
         1.0075e-01, -2.0131e-01, -1.0698e+00,  5.6592e-01,  9.8472e-01,
         7.2265e-01, -9.0358e-02, -7.1182e-02,  6.1273e-02, -8.5727e-02,
        -1.4285e-01,  1.8964e-01,  4.3891e-01, -5.5235e-01, -4.4981e-01,
         2.9503e-01, -1.1032e-02,  1.4907e-01, -2.7170e-01,  6.8017e-02,
         6.2592e-01,  1.9376e-01, -5.6635e-01,  7.8942e-01,  1.7089e-01,
        -1.9508e-02,  2.5101e-01, -2.2184e-01, -1.6812e-01,  4.9919e-01,
         2.6180e-01, -4.0963e-03, -3.0479e-01,  3.1684e-02,  7.7916e-01,
         2.9689e-02, -8.1288e-01, -1.1184e+00,  5.6303e-01,  3.5891e-02,
         1.6156e-02,  8.4753e-01,  8.8086e-01,  1.0058e-01, -3.3025e-01,
        -1.4626e-01,  9.9705e-01, -4.5797e-02,  6.3382e-01,  3.4671e-01,
        -3.4306e-01,  8.9004e-02, -2.4193e-01,  7.6321e-01,  5.2796e-02,
        -1.8137e-01,  1.0840e+00, -2.2079e-01,  8.6629e-01,  1.5100e-01,
         2.8994e-01,  3.4909e-01,  2.7944e-02, -1.9907e-01, -8.1587e-01,
         7.5488e-01, -8.7997e-01,  6.3977e-01, -2.3241e-01,  1.8051e-01,
        -7.4503e-01, -1.0853e-01, -6.3987e-01,  3.4922e-02,  5.3933e-01,
         7.6271e-01,  9.0383e-01, -8.9399e-01,  1.5760e-01, -2.5448e-01,
        -7.9198e-02,  5.7047e-01,  9.1782e-01,  1.6978e-01,  9.2966e-01,
         5.8181e-01,  1.8690e-01, -2.0394e-01, -5.2790e-01,  3.2890e-01,
        -1.1515e-01, -1.3755e-01, -4.9969e-01, -3.6114e-01,  2.6034e-01])"
penetration,"tensor([ 0.0328, -0.1312,  0.4638,  0.4093, -0.8133, -0.6889, -0.1634, -0.6635,
         0.3809,  0.9557,  0.3152, -0.1076, -0.5064,  0.1768,  1.2248, -0.2187,
        -0.7462,  0.1481, -0.2009,  0.0323, -0.2860, -0.1616, -0.0871,  0.1386,
         0.2037,  0.4913,  0.8074, -0.1520,  0.0298, -0.0988,  0.1035,  0.2898,
         0.3311,  0.0579,  1.7658, -0.4787, -0.2190, -0.2067,  0.1356,  0.3272,
         0.3716, -0.3316, -0.6320,  0.0101,  0.2658, -0.1952,  1.1364, -0.7164,
         0.2492, -0.4927, -0.1286,  0.9734, -0.5697,  0.7785,  0.1528, -0.1662,
        -0.0282, -0.6335,  1.1095,  0.3521,  0.5692, -0.3008,  0.2364,  0.3291,
         0.0639,  0.1968,  0.4299, -1.2873,  1.2253,  0.0105,  0.3476, -0.3180,
         0.9021, -0.0446, -0.0163,  0.0709,  0.0741, -0.1482,  0.0141, -0.2360,
         0.5372,  0.7144,  0.0848,  0.5594, -0.8752, -0.5018,  0.4708, -0.0217,
         0.4620,  0.2372,  0.2995,  0.6236, -0.3110,  0.0224,  0.4873, -0.1552,
        -0.0457, -0.2775, -0.3765,  0.1739])"
penial,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
penile,"tensor([ 0.8537,  0.5431, -0.8021,  0.4627, -0.1647, -0.3246, -0.1751,  0.7162,
         0.6068,  0.2692, -0.5496, -0.0995,  0.4537,  0.1596,  0.7095, -0.2151,
        -0.5431, -0.2949,  0.5482,  0.1181,  0.2788, -0.5203, -1.0666,  0.4495,
         0.6846,  0.7548,  0.2757,  0.0651,  0.0803,  0.0316,  0.1993, -0.4675,
         0.6695,  0.2907,  0.5830, -0.1399, -0.1310,  0.6999,  0.1514,  1.0615,
         0.1144, -0.5654, -0.4263, -0.6091, -0.4224,  0.7230,  0.9446, -0.3578,
        -0.5088,  0.0239, -0.0702,  0.3605, -0.2521,  0.0408,  0.2699,  0.3670,
         0.6863, -0.3783, -0.3867,  0.1739,  0.2233, -0.1591,  0.7678,  0.2294,
         0.1280, -0.4370,  0.2942, -0.6808, -0.0073, -0.8759,  0.4062,  0.3626,
         0.5944,  0.6517, -0.3198, -0.3717,  0.1672, -0.1979,  0.4291, -0.4395,
         0.0353,  0.1386,  0.2705,  0.7990, -0.4454,  0.1347,  0.4873,  0.2676,
        -0.2427,  0.7266, -0.0944,  0.2079,  0.1943,  0.3010,  1.2982, -0.7070,
        -0.3081, -0.3617, -0.2770, -0.3869])"
penis,"tensor([ 0.6187,  0.7931,  0.1415,  0.1825, -0.8489,  0.5335, -0.1464,  0.2248,
         0.6700,  0.0616, -0.9517,  1.2464,  0.7871,  1.0017,  0.3865,  0.2626,
        -0.6057,  0.6796,  0.4980, -0.9145, -0.0297, -0.1215, -0.5145,  0.3168,
         0.9841,  1.3796, -0.4896, -0.4602,  0.6855,  0.4387,  0.4347,  0.4781,
         0.3582, -0.1271,  0.7870,  0.2578, -0.0763, -0.0248, -0.1641,  0.3621,
         0.7969, -0.0431,  0.0725,  0.0542, -0.8462,  0.0557,  0.4911, -0.3230,
        -0.6367,  0.5736, -0.2930,  0.2707,  0.0655,  0.4858, -1.2061, -0.2209,
        -0.4886, -0.7443, -0.3983,  0.2980,  0.3777,  0.5749,  0.5826,  0.6658,
         0.9300, -0.3799,  0.5859, -1.0764,  0.7224,  0.0440,  0.6155,  0.1095,
         0.3535, -0.0236,  0.0540, -0.1882, -0.0117,  0.4371,  0.5413,  0.3934,
         0.0744,  0.2689,  0.2673, -0.2894, -0.9776, -0.2446,  0.6711,  0.2774,
         0.3355, -0.1584,  0.4914,  0.2538,  0.3536, -0.2830,  0.8355, -0.8681,
        -0.1738, -0.5231,  0.4281, -0.3337])"
penisfucker,"tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0.])"
perversion,"tensor([ 0.1063,  0.0216,  0.7118,  0.0610, -0.2129,  0.8257,  0.3037, -0.3517,
         0.4353,  0.2966, -0.0874,  0.4950, -0.0618,  0.0024,  0.7172,  0.1417,
         0.2473,  0.6953, -0.0162,  0.4124,  0.4098, -0.3939,  0.0530, -0.1779,
         0.2810,  0.5725,  0.7151, -0.0779, -0.4101, -0.2251,  0.5267,  0.0053,
        -0.4438, -0.0253, -0.1329, -0.0604, -0.2138, -0.1512,  0.1052, -0.0723,
         0.1465,  0.5770,  0.0035,  0.0124, -0.0554, -0.0424,  0.3491,  0.0348,
        -0.0811, -0.0622,  0.4806,  0.3007, -0.6277,  0.1207, -0.2014,  0.4435,
         0.4494,  0.1148,  0.0865, -0.2699, -0.5073, -0.6665, -0.2002, -1.0095,
         0.2779, -0.2622,  0.3767, -0.7640,  0.5545, -0.3471,  0.3156, -0.1414,
         0.1331,  0.3899, -0.1054,  0.2130, -0.1106, -0.2092,  0.1257,  0.3104,
        -0.7567,  0.4031,  0.0359,  1.0014, -0.1227, -0.0656,  0.2393,  0.0192,
         0.1068, -0.7798,  0.0190, -0.0254, -0.4273,  0.6065,  0.8443, -0.9132,
         0.1660, -0.6720,  0.0839,  0.6699])"
